PassengerId;Survived;Pclass;Name;Sex;Age;Parch;Embarked;Age_group;Sex_num;Family_status
268;1;3;Persson, Mr. Ernst Ulrik;male;25.0;0;S;Взрослый (19-40);0;Один(а)
269;1;1;Graham, Mrs. William Thompson (Edith Junkins);female;58.0;1;S;Средний возраст (41-60);1;С семьёй
270;1;1;Bissette, Miss. Amelia;female;35.0;0;S;Взрослый (19-40);1;Один(а)
271;0;1;Cairns, Mr. Alexander;male;41.0;0;S;Средний возраст (41-60);0;Один(а)
272;1;3;Tornquist, Mr. William Henry;male;25.0;0;S;Взрослый (19-40);0;Один(а)
273;1;2;Mellinger, Mrs. (Elizabeth Anne Maidment);female;41.0;1;S;Средний возраст (41-60);1;С семьёй
274;0;1;Natsch, Mr. Charles H;male;37.0;1;C;Взрослый (19-40);0;С семьёй
275;1;3;"Healy, Miss. Hanora ""Nora""";female;22.0;0;Q;Взрослый (19-40);1;Один(а)
276;1;1;Andrews, Miss. Kornelia Theodosia;female;63.0;0;S;Пожилой (61+);1;Один(а)
277;0;3;Lindblom, Miss. Augusta Charlotta;female;45.0;0;S;Средний возраст (41-60);1;Один(а)
278;0;2;"Parkes, Mr. Francis ""Frank""";male;30.0;0;S;Взрослый (19-40);0;Один(а)
279;0;3;Rice, Master. Eric;male;7.0;1;Q;Ребёнок (0-12);0;С семьёй
280;1;3;Abbott, Mrs. Stanton (Rosa Hunt);female;35.0;1;S;Взрослый (19-40);1;С семьёй
281;0;3;Duane, Mr. Frank;male;65.0;0;Q;Пожилой (61+);0;Один(а)
282;0;3;Olsson, Mr. Nils Johan Goransson;male;28.0;0;S;Взрослый (19-40);0;Один(а)
283;0;3;de Pelsmaeker, Mr. Alfons;male;16.0;0;S;Подросток (13-18);0;Один(а)
284;1;3;Dorking, Mr. Edward Arthur;male;19.0;0;S;Взрослый (19-40);0;Один(а)
285;0;1;Smith, Mr. Richard William;male;41.0;0;S;Средний возраст (41-60);0;Один(а)
286;0;3;Stankovic, Mr. Ivan;male;33.0;0;C;Взрослый (19-40);0;Один(а)
287;1;3;de Mulder, Mr. Theodore;male;30.0;0;S;Взрослый (19-40);0;Один(а)
288;0;3;Naidenoff, Mr. Penko;male;22.0;0;S;Взрослый (19-40);0;Один(а)
289;1;2;Hosono, Mr. Masabumi;male;42.0;0;S;Средний возраст (41-60);0;Один(а)
290;1;3;Connolly, Miss. Kate;female;22.0;0;Q;Взрослый (19-40);1;Один(а)
291;1;1;"Barber, Miss. Ellen ""Nellie""";female;26.0;0;S;Взрослый (19-40);1;Один(а)
292;1;1;Bishop, Mrs. Dickinson H (Helen Walton);female;19.0;0;C;Взрослый (19-40);1;Один(а)
293;0;2;Levy, Mr. Rene Jacques;male;36.0;0;C;Взрослый (19-40);0;Один(а)
294;0;3;Haas, Miss. Aloisia;female;24.0;0;S;Взрослый (19-40);1;Один(а)
295;0;3;Mineff, Mr. Ivan;male;24.0;0;S;Взрослый (19-40);0;Один(а)
296;0;1;Lewy, Mr. Ervin G;male;41.0;0;C;Средний возраст (41-60);0;Один(а)
297;0;3;Hanna, Mr. Mansour;male;25.0;0;C;Взрослый (19-40);0;Один(а)
298;0;1;Allison, Miss. Helen Loraine;female;2.0;2;S;Ребёнок (0-12);1;С семьёй
299;1;1;Saalfeld, Mr. Adolphe;male;41.0;0;S;Средний возраст (41-60);0;Один(а)
300;1;1;Baxter, Mrs. James (Helene DeLaudeniere Chaput);female;50.0;1;C;Средний возраст (41-60);1;С семьёй
301;1;3;"Kelly, Miss. Anna Katherine ""Annie Kate""";female;22.0;0;Q;Взрослый (19-40);1;Один(а)
302;1;3;McCoy, Mr. Bernard;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
303;0;3;Johnson, Mr. William Cahoone Jr;male;19.0;0;S;Взрослый (19-40);0;Один(а)
304;1;2;Keane, Miss. Nora A;female;28.0;0;Q;Взрослый (19-40);1;Один(а)
305;0;3;"Williams, Mr. Howard Hugh ""Harry""";male;25.0;0;S;Взрослый (19-40);0;Один(а)
306;1;1;Allison, Master. Hudson Trevor;male;41.0;2;S;Средний возраст (41-60);0;С семьёй
307;1;1;Fleming, Miss. Margaret;female;35.0;0;C;Взрослый (19-40);1;Один(а)
308;1;1;Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo);female;17.0;0;C;Подросток (13-18);1;Один(а)
309;0;2;Abelson, Mr. Samuel;male;30.0;0;C;Взрослый (19-40);0;Один(а)
310;1;1;Francatelli, Miss. Laura Mabel;female;30.0;0;C;Взрослый (19-40);1;Один(а)
311;1;1;Hays, Miss. Margaret Bechstein;female;24.0;0;C;Взрослый (19-40);1;Один(а)
312;1;1;Ryerson, Miss. Emily Borie;female;18.0;2;C;Подросток (13-18);1;С семьёй
313;0;2;Lahtinen, Mrs. William (Anna Sylfven);female;26.0;1;S;Взрослый (19-40);1;С семьёй
314;0;3;Hendekovic, Mr. Ignjac;male;28.0;0;S;Взрослый (19-40);0;Один(а)
315;0;2;Hart, Mr. Benjamin;male;43.0;1;S;Средний возраст (41-60);0;С семьёй
316;1;3;Nilsson, Miss. Helmina Josefina;female;26.0;0;S;Взрослый (19-40);1;Один(а)
317;1;2;Kantor, Mrs. Sinai (Miriam Sternin);female;24.0;0;S;Взрослый (19-40);1;Один(а)
318;0;2;Moraweck, Dr. Ernest;male;54.0;0;S;Средний возраст (41-60);0;Один(а)
319;1;1;Wick, Miss. Mary Natalie;female;31.0;2;S;Взрослый (19-40);1;С семьёй
320;1;1;Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone);female;40.0;1;C;Взрослый (19-40);1;С семьёй
321;0;3;Dennis, Mr. Samuel;male;22.0;0;S;Взрослый (19-40);0;Один(а)
322;0;3;Danoff, Mr. Yoto;male;27.0;0;S;Взрослый (19-40);0;Один(а)
323;1;2;Slayter, Miss. Hilda Mary;female;30.0;0;Q;Взрослый (19-40);1;Один(а)
324;1;2;Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh);female;22.0;1;S;Взрослый (19-40);1;С семьёй
325;0;3;Sage, Mr. George John Jr;male;25.0;2;S;Взрослый (19-40);0;С семьёй
326;1;1;Young, Miss. Marie Grice;female;36.0;0;C;Взрослый (19-40);1;Один(а)
327;0;3;Nysveen, Mr. Johan Hansen;male;61.0;0;S;Пожилой (61+);0;Один(а)
328;1;2;Ball, Mrs. (Ada E Hall);female;36.0;0;S;Взрослый (19-40);1;Один(а)
329;1;3;Goldsmith, Mrs. Frank John (Emily Alice Brown);female;31.0;1;S;Взрослый (19-40);1;С семьёй
330;1;1;Hippach, Miss. Jean Gertrude;female;16.0;1;C;Подросток (13-18);1;С семьёй
331;1;3;McCoy, Miss. Agnes;female;22.0;0;Q;Взрослый (19-40);1;Один(а)
332;0;1;Partner, Mr. Austen;male;45.0;0;S;Средний возраст (41-60);0;Один(а)
333;0;1;Graham, Mr. George Edward;male;38.0;1;S;Взрослый (19-40);0;С семьёй
334;0;3;Vander Planke, Mr. Leo Edmondus;male;16.0;0;S;Подросток (13-18);0;Один(а)
335;1;1;Frauenthal, Mrs. Henry William (Clara Heinsheimer);female;35.0;0;S;Взрослый (19-40);1;Один(а)
336;0;3;Denkoff, Mr. Mitto;male;25.0;0;S;Взрослый (19-40);0;Один(а)
337;0;1;Pears, Mr. Thomas Clinton;male;29.0;0;S;Взрослый (19-40);0;Один(а)
338;1;1;Burns, Miss. Elizabeth Margaret;female;41.0;0;C;Средний возраст (41-60);1;Один(а)
339;1;3;Dahl, Mr. Karl Edwart;male;45.0;0;S;Средний возраст (41-60);0;Один(а)
340;0;1;Blackwell, Mr. Stephen Weart;male;45.0;0;S;Средний возраст (41-60);0;Один(а)
341;1;2;Navratil, Master. Edmond Roger;male;2.0;1;S;Ребёнок (0-12);0;С семьёй
342;1;1;Fortune, Miss. Alice Elizabeth;female;24.0;2;S;Взрослый (19-40);1;С семьёй
343;0;2;Collander, Mr. Erik Gustaf;male;28.0;0;S;Взрослый (19-40);0;Один(а)
344;0;2;Sedgwick, Mr. Charles Frederick Waddington;male;25.0;0;S;Взрослый (19-40);0;Один(а)
345;0;2;Fox, Mr. Stanley Hubert;male;36.0;0;S;Взрослый (19-40);0;Один(а)
346;1;2;"Brown, Miss. Amelia ""Mildred""";female;24.0;0;S;Взрослый (19-40);1;Один(а)
347;1;2;Smith, Miss. Marion Elsie;female;40.0;0;S;Взрослый (19-40);1;Один(а)
348;1;3;Davison, Mrs. Thomas Henry (Mary E Finck);female;22.0;0;S;Взрослый (19-40);1;Один(а)
349;1;3;"Coutts, Master. William Loch ""William""";male;3.0;1;S;Ребёнок (0-12);0;С семьёй
350;0;3;Dimic, Mr. Jovan;male;42.0;0;S;Средний возраст (41-60);0;Один(а)
351;0;3;Odahl, Mr. Nils Martin;male;23.0;0;S;Взрослый (19-40);0;Один(а)
352;0;1;Williams-Lambert, Mr. Fletcher Fellows;male;41.0;0;S;Средний возраст (41-60);0;Один(а)
353;0;3;Elias, Mr. Tannous;male;15.0;1;C;Подросток (13-18);0;С семьёй
354;0;3;Arnold-Franchi, Mr. Josef;male;25.0;0;S;Взрослый (19-40);0;Один(а)
355;0;3;Yousif, Mr. Wazli;male;25.0;0;C;Взрослый (19-40);0;Один(а)
356;0;3;Vanden Steen, Mr. Leo Peter;male;28.0;0;S;Взрослый (19-40);0;Один(а)
357;1;1;Bowerman, Miss. Elsie Edith;female;22.0;1;S;Взрослый (19-40);1;С семьёй
358;0;2;Funk, Miss. Annie Clemmer;female;38.0;0;S;Взрослый (19-40);1;Один(а)
359;1;3;McGovern, Miss. Mary;female;22.0;0;Q;Взрослый (19-40);1;Один(а)
360;1;3;"Mockler, Miss. Helen Mary ""Ellie""";female;22.0;0;Q;Взрослый (19-40);1;Один(а)
361;0;3;Skoog, Mr. Wilhelm;male;40.0;4;S;Взрослый (19-40);0;С семьёй
362;0;2;del Carlo, Mr. Sebastiano;male;29.0;0;C;Взрослый (19-40);0;Один(а)
363;0;3;Barbara, Mrs. (Catherine David);female;45.0;1;C;Средний возраст (41-60);1;С семьёй
364;0;3;Asim, Mr. Adola;male;35.0;0;S;Взрослый (19-40);0;Один(а)
365;0;3;O'Brien, Mr. Thomas;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
366;0;3;Adahl, Mr. Mauritz Nils Martin;male;30.0;0;S;Взрослый (19-40);0;Один(а)
367;1;1;Warren, Mrs. Frank Manley (Anna Sophia Atkinson);female;60.0;0;C;Средний возраст (41-60);1;Один(а)
368;1;3;Moussa, Mrs. (Mantoura Boulos);female;22.0;0;C;Взрослый (19-40);1;Один(а)
369;1;3;Jermyn, Miss. Annie;female;22.0;0;Q;Взрослый (19-40);1;Один(а)
370;1;1;Aubart, Mme. Leontine Pauline;female;24.0;0;C;Взрослый (19-40);1;Один(а)
371;1;1;Harder, Mr. George Achilles;male;25.0;0;C;Взрослый (19-40);0;Один(а)
372;0;3;Wiklund, Mr. Jakob Alfred;male;18.0;0;S;Подросток (13-18);0;Один(а)
373;0;3;Beavan, Mr. William Thomas;male;19.0;0;S;Взрослый (19-40);0;Один(а)
374;0;1;Ringhini, Mr. Sante;male;22.0;0;C;Взрослый (19-40);0;Один(а)
375;0;3;Palsson, Miss. Stina Viola;female;3.0;1;S;Ребёнок (0-12);1;С семьёй
376;1;1;Meyer, Mrs. Edgar Joseph (Leila Saks);female;35.0;0;C;Взрослый (19-40);1;Один(а)
377;1;3;Landergren, Miss. Aurora Adelia;female;22.0;0;S;Взрослый (19-40);1;Один(а)
378;0;1;Widener, Mr. Harry Elkins;male;27.0;2;C;Взрослый (19-40);0;С семьёй
379;0;3;Betros, Mr. Tannous;male;20.0;0;C;Взрослый (19-40);0;Один(а)
380;0;3;Gustafsson, Mr. Karl Gideon;male;19.0;0;S;Взрослый (19-40);0;Один(а)
381;1;1;Bidois, Miss. Rosalie;female;42.0;0;C;Средний возраст (41-60);1;Один(а)
382;1;3;"Nakid, Miss. Maria (""Mary"")";female;1.0;2;C;Ребёнок (0-12);1;С семьёй
383;0;3;Tikkanen, Mr. Juho;male;32.0;0;S;Взрослый (19-40);0;Один(а)
384;1;1;Holverson, Mrs. Alexander Oskar (Mary Aline Towner);female;35.0;0;S;Взрослый (19-40);1;Один(а)
385;0;3;Plotcharsky, Mr. Vasil;male;25.0;0;S;Взрослый (19-40);0;Один(а)
386;0;2;Davies, Mr. Charles Henry;male;18.0;0;S;Подросток (13-18);0;Один(а)
387;0;3;Goodwin, Master. Sidney Leonard;male;1.0;2;S;Ребёнок (0-12);0;С семьёй
388;1;2;Buss, Miss. Kate;female;36.0;0;S;Взрослый (19-40);1;Один(а)
389;0;3;Sadlier, Mr. Matthew;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
390;1;2;Lehmann, Miss. Bertha;female;17.0;0;C;Подросток (13-18);1;Один(а)
391;1;1;Carter, Mr. William Ernest;male;36.0;2;S;Взрослый (19-40);0;С семьёй
392;1;3;Jansson, Mr. Carl Olof;male;21.0;0;S;Взрослый (19-40);0;Один(а)
393;0;3;Gustafsson, Mr. Johan Birger;male;28.0;0;S;Взрослый (19-40);0;Один(а)
394;1;1;Newell, Miss. Marjorie;female;23.0;0;C;Взрослый (19-40);1;Один(а)
395;1;3;Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);female;24.0;2;S;Взрослый (19-40);1;С семьёй
396;0;3;Johansson, Mr. Erik;male;22.0;0;S;Взрослый (19-40);0;Один(а)
397;0;3;Olsson, Miss. Elina;female;31.0;0;S;Взрослый (19-40);1;Один(а)
398;0;2;McKane, Mr. Peter David;male;46.0;0;S;Средний возраст (41-60);0;Один(а)
399;0;2;Pain, Dr. Alfred;male;23.0;0;S;Взрослый (19-40);0;Один(а)
400;1;2;Trout, Mrs. William H (Jessie L);female;28.0;0;S;Взрослый (19-40);1;Один(а)
401;1;3;Niskanen, Mr. Juha;male;39.0;0;S;Взрослый (19-40);0;Один(а)
402;0;3;Adams, Mr. John;male;26.0;0;S;Взрослый (19-40);0;Один(а)
403;0;3;Jussila, Miss. Mari Aina;female;21.0;0;S;Взрослый (19-40);1;Один(а)
404;0;3;Hakkarainen, Mr. Pekka Pietari;male;28.0;0;S;Взрослый (19-40);0;Один(а)
405;0;3;Oreskovic, Miss. Marija;female;20.0;0;S;Взрослый (19-40);1;Один(а)
406;0;2;Gale, Mr. Shadrach;male;34.0;0;S;Взрослый (19-40);0;Один(а)
407;0;3;Widegren, Mr. Carl/Charles Peter;male;51.0;0;S;Средний возраст (41-60);0;Один(а)
408;1;2;Richards, Master. William Rowe;male;3.0;1;S;Ребёнок (0-12);0;С семьёй
409;0;3;Birkeland, Mr. Hans Martin Monsen;male;21.0;0;S;Взрослый (19-40);0;Один(а)
410;0;3;Lefebre, Miss. Ida;female;22.0;1;S;Взрослый (19-40);1;С семьёй
411;0;3;Sdycoff, Mr. Todor;male;25.0;0;S;Взрослый (19-40);0;Один(а)
412;0;3;Hart, Mr. Henry;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
413;1;1;Minahan, Miss. Daisy E;female;33.0;0;Q;Взрослый (19-40);1;Один(а)
414;0;2;Cunningham, Mr. Alfred Fleming;male;30.0;0;S;Взрослый (19-40);0;Один(а)
415;1;3;Sundman, Mr. Johan Julian;male;44.0;0;S;Средний возраст (41-60);0;Один(а)
416;0;3;Meek, Mrs. Thomas (Annie Louise Rowley);female;22.0;0;S;Взрослый (19-40);1;Один(а)
417;1;2;Drew, Mrs. James Vivian (Lulu Thorne Christian);female;34.0;1;S;Взрослый (19-40);1;С семьёй
418;1;2;Silven, Miss. Lyyli Karoliina;female;18.0;2;S;Подросток (13-18);1;С семьёй
419;0;2;Matthews, Mr. William John;male;30.0;0;S;Взрослый (19-40);0;Один(а)
420;0;3;Van Impe, Miss. Catharina;female;10.0;2;S;Ребёнок (0-12);1;С семьёй
421;0;3;Gheorgheff, Mr. Stanio;male;25.0;0;C;Взрослый (19-40);0;Один(а)
422;0;3;Charters, Mr. David;male;21.0;0;Q;Взрослый (19-40);0;Один(а)
423;0;3;Zimmerman, Mr. Leo;male;29.0;0;S;Взрослый (19-40);0;Один(а)
424;0;3;Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren);female;28.0;1;S;Взрослый (19-40);1;С семьёй
425;0;3;Rosblom, Mr. Viktor Richard;male;18.0;1;S;Подросток (13-18);0;С семьёй
426;0;3;Wiseman, Mr. Phillippe;male;25.0;0;S;Взрослый (19-40);0;Один(а)
427;1;2;Clarke, Mrs. Charles V (Ada Maria Winfield);female;28.0;0;S;Взрослый (19-40);1;Один(а)
428;1;2;"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")";female;19.0;0;S;Взрослый (19-40);1;Один(а)
429;0;3;Flynn, Mr. James;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
430;1;3;Pickard, Mr. Berk (Berk Trembisky);male;32.0;0;S;Взрослый (19-40);0;Один(а)
431;1;1;Bjornstrom-Steffansson, Mr. Mauritz Hakan;male;28.0;0;S;Взрослый (19-40);0;Один(а)
432;1;3;Thorneycroft, Mrs. Percival (Florence Kate White);female;22.0;0;S;Взрослый (19-40);1;Один(а)
433;1;2;Louch, Mrs. Charles Alexander (Alice Adelaide Slow);female;42.0;0;S;Средний возраст (41-60);1;Один(а)
434;0;3;Kallio, Mr. Nikolai Erland;male;17.0;0;S;Подросток (13-18);0;Один(а)
435;0;1;Silvey, Mr. William Baird;male;50.0;0;S;Средний возраст (41-60);0;Один(а)
436;1;1;Carter, Miss. Lucile Polk;female;14.0;2;S;Подросток (13-18);1;С семьёй
437;0;3;"Ford, Miss. Doolina Margaret ""Daisy""";female;21.0;2;S;Взрослый (19-40);1;С семьёй
438;1;2;Richards, Mrs. Sidney (Emily Hocking);female;24.0;3;S;Взрослый (19-40);1;С семьёй
439;0;1;Fortune, Mr. Mark;male;64.0;4;S;Пожилой (61+);0;С семьёй
440;0;2;Kvillner, Mr. Johan Henrik Johannesson;male;31.0;0;S;Взрослый (19-40);0;Один(а)
441;1;2;Hart, Mrs. Benjamin (Esther Ada Bloomfield);female;45.0;1;S;Средний возраст (41-60);1;С семьёй
442;0;3;Hampe, Mr. Leon;male;20.0;0;S;Взрослый (19-40);0;Один(а)
443;0;3;Petterson, Mr. Johan Emil;male;25.0;0;S;Взрослый (19-40);0;Один(а)
444;1;2;Reynaldo, Ms. Encarnacion;female;28.0;0;S;Взрослый (19-40);1;Один(а)
445;1;3;Johannesen-Bratthammer, Mr. Bernt;male;25.0;0;S;Взрослый (19-40);0;Один(а)
446;1;1;Dodge, Master. Washington;male;4.0;2;S;Ребёнок (0-12);0;С семьёй
447;1;2;Mellinger, Miss. Madeleine Violet;female;13.0;1;S;Подросток (13-18);1;С семьёй
448;1;1;Seward, Mr. Frederic Kimber;male;34.0;0;S;Взрослый (19-40);0;Один(а)
449;1;3;Baclini, Miss. Marie Catherine;female;5.0;1;C;Ребёнок (0-12);1;С семьёй
450;1;1;Peuchen, Major. Arthur Godfrey;male;52.0;0;S;Средний возраст (41-60);0;Один(а)
451;0;2;West, Mr. Edwy Arthur;male;36.0;2;S;Взрослый (19-40);0;С семьёй
452;0;3;Hagland, Mr. Ingvald Olai Olsen;male;25.0;0;S;Взрослый (19-40);0;Один(а)
453;0;1;Foreman, Mr. Benjamin Laventall;male;30.0;0;C;Взрослый (19-40);0;Один(а)
454;1;1;Goldenberg, Mr. Samuel L;male;49.0;0;C;Средний возраст (41-60);0;Один(а)
455;0;3;Peduzzi, Mr. Joseph;male;25.0;0;S;Взрослый (19-40);0;Один(а)
456;1;3;Jalsevac, Mr. Ivan;male;29.0;0;C;Взрослый (19-40);0;Один(а)
457;0;1;Millet, Mr. Francis Davis;male;65.0;0;S;Пожилой (61+);0;Один(а)
458;1;1;Kenyon, Mrs. Frederick R (Marion);female;35.0;0;S;Взрослый (19-40);1;Один(а)
459;1;2;Toomey, Miss. Ellen;female;50.0;0;S;Средний возраст (41-60);1;Один(а)
460;0;3;O'Connor, Mr. Maurice;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
461;1;1;Anderson, Mr. Harry;male;48.0;0;S;Средний возраст (41-60);0;Один(а)
462;0;3;Morley, Mr. William;male;34.0;0;S;Взрослый (19-40);0;Один(а)
463;0;1;Gee, Mr. Arthur H;male;47.0;0;S;Средний возраст (41-60);0;Один(а)
464;0;2;Milling, Mr. Jacob Christian;male;48.0;0;S;Средний возраст (41-60);0;Один(а)
465;0;3;Maisner, Mr. Simon;male;25.0;0;S;Взрослый (19-40);0;Один(а)
466;0;3;Goncalves, Mr. Manuel Estanslas;male;38.0;0;S;Взрослый (19-40);0;Один(а)
467;0;2;Campbell, Mr. William;male;30.0;0;S;Взрослый (19-40);0;Один(а)
468;0;1;Smart, Mr. John Montgomery;male;56.0;0;S;Средний возраст (41-60);0;Один(а)
469;0;3;Scanlan, Mr. James;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
470;1;3;Baclini, Miss. Helene Barbara;female;22.0;1;C;Взрослый (19-40);1;С семьёй
471;0;3;Keefe, Mr. Arthur;male;25.0;0;S;Взрослый (19-40);0;Один(а)
472;0;3;Cacic, Mr. Luka;male;38.0;0;S;Взрослый (19-40);0;Один(а)
473;1;2;West, Mrs. Edwy Arthur (Ada Mary Worth);female;33.0;2;S;Взрослый (19-40);1;С семьёй
474;1;2;Jerwan, Mrs. Amin S (Marie Marthe Thuillard);female;23.0;0;C;Взрослый (19-40);1;Один(а)
475;0;3;Strandberg, Miss. Ida Sofia;female;22.0;0;S;Взрослый (19-40);1;Один(а)
476;0;1;Clifford, Mr. George Quincy;male;41.0;0;S;Средний возраст (41-60);0;Один(а)
477;0;2;Renouf, Mr. Peter Henry;male;34.0;0;S;Взрослый (19-40);0;Один(а)
478;0;3;Braund, Mr. Lewis Richard;male;29.0;0;S;Взрослый (19-40);0;Один(а)
479;0;3;Karlsson, Mr. Nils August;male;22.0;0;S;Взрослый (19-40);0;Один(а)
480;1;3;Hirvonen, Miss. Hildur E;female;2.0;1;S;Ребёнок (0-12);1;С семьёй
481;0;3;Goodwin, Master. Harold Victor;male;9.0;2;S;Ребёнок (0-12);0;С семьёй
482;0;2;"Frost, Mr. Anthony Wood ""Archie""";male;30.0;0;S;Взрослый (19-40);0;Один(а)
483;0;3;Rouse, Mr. Richard Henry;male;50.0;0;S;Средний возраст (41-60);0;Один(а)
484;1;3;Turkula, Mrs. (Hedwig);female;63.0;0;S;Пожилой (61+);1;Один(а)
485;1;1;Bishop, Mr. Dickinson H;male;25.0;0;C;Взрослый (19-40);0;Один(а)
486;0;3;Lefebre, Miss. Jeannie;female;22.0;1;S;Взрослый (19-40);1;С семьёй
487;1;1;Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby);female;35.0;0;S;Взрослый (19-40);1;Один(а)
488;0;1;Kent, Mr. Edward Austin;male;58.0;0;C;Средний возраст (41-60);0;Один(а)
489;0;3;Somerton, Mr. Francis William;male;30.0;0;S;Взрослый (19-40);0;Один(а)
490;1;3;"Coutts, Master. Eden Leslie ""Neville""";male;9.0;1;S;Ребёнок (0-12);0;С семьёй
491;0;3;Hagland, Mr. Konrad Mathias Reiersen;male;25.0;0;S;Взрослый (19-40);0;Один(а)
492;0;3;Windelov, Mr. Einar;male;21.0;0;S;Взрослый (19-40);0;Один(а)
493;0;1;Molson, Mr. Harry Markland;male;55.0;0;S;Средний возраст (41-60);0;Один(а)
494;0;1;Artagaveytia, Mr. Ramon;male;71.0;0;C;Пожилой (61+);0;Один(а)
495;0;3;Stanley, Mr. Edward Roland;male;21.0;0;S;Взрослый (19-40);0;Один(а)
496;0;3;Yousseff, Mr. Gerious;male;25.0;0;C;Взрослый (19-40);0;Один(а)
497;1;1;Eustis, Miss. Elizabeth Mussey;female;54.0;0;C;Средний возраст (41-60);1;Один(а)
498;0;3;Shellard, Mr. Frederick William;male;25.0;0;S;Взрослый (19-40);0;Один(а)
499;0;1;Allison, Mrs. Hudson J C (Bessie Waldo Daniels);female;25.0;2;S;Взрослый (19-40);1;С семьёй
500;0;3;Svensson, Mr. Olof;male;24.0;0;S;Взрослый (19-40);0;Один(а)
501;0;3;Calic, Mr. Petar;male;17.0;0;S;Подросток (13-18);0;Один(а)
502;0;3;Canavan, Miss. Mary;female;21.0;0;Q;Взрослый (19-40);1;Один(а)
503;0;3;O'Sullivan, Miss. Bridget Mary;female;22.0;0;Q;Взрослый (19-40);1;Один(а)
504;0;3;Laitinen, Miss. Kristina Sofia;female;37.0;0;S;Взрослый (19-40);1;Один(а)
505;1;1;Maioni, Miss. Roberta;female;16.0;0;S;Подросток (13-18);1;Один(а)
506;0;1;Penasco y Castellana, Mr. Victor de Satode;male;18.0;0;C;Подросток (13-18);0;Один(а)
507;1;2;Quick, Mrs. Frederick Charles (Jane Richards);female;33.0;2;S;Взрослый (19-40);1;С семьёй
508;1;1;"Bradley, Mr. George (""George Arthur Brayton"")";male;41.0;0;S;Средний возраст (41-60);0;Один(а)
509;0;3;Olsen, Mr. Henry Margido;male;28.0;0;S;Взрослый (19-40);0;Один(а)
510;1;3;Lang, Mr. Fang;male;26.0;0;S;Взрослый (19-40);0;Один(а)
511;1;3;Daly, Mr. Eugene Patrick;male;29.0;0;Q;Взрослый (19-40);0;Один(а)
512;0;3;Webber, Mr. James;male;25.0;0;S;Взрослый (19-40);0;Один(а)
513;1;1;McGough, Mr. James Robert;male;36.0;0;S;Взрослый (19-40);0;Один(а)
514;1;1;Rothschild, Mrs. Martin (Elizabeth L. Barrett);female;54.0;0;C;Средний возраст (41-60);1;Один(а)
515;0;3;Coleff, Mr. Satio;male;24.0;0;S;Взрослый (19-40);0;Один(а)
516;0;1;Walker, Mr. William Anderson;male;47.0;0;S;Средний возраст (41-60);0;Один(а)
517;1;2;Lemore, Mrs. (Amelia Milley);female;34.0;0;S;Взрослый (19-40);1;Один(а)
518;0;3;Ryan, Mr. Patrick;male;25.0;0;Q;Взрослый (19-40);0;Один(а)
519;1;2;"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)";female;36.0;0;S;Взрослый (19-40);1;Один(а)
520;0;3;Pavlovic, Mr. Stefo;male;32.0;0;S;Взрослый (19-40);0;Один(а)
521;1;1;Perreault, Miss. Anne;female;30.0;0;S;Взрослый (19-40);1;Один(а)
522;0;3;Vovk, Mr. Janko;male;22.0;0;S;Взрослый (19-40);0;Один(а)
523;0;3;Lahoud, Mr. Sarkis;male;25.0;0;C;Взрослый (19-40);0;Один(а)
524;1;1;Hippach, Mrs. Louis Albert (Ida Sophia Fischer);female;44.0;1;C;Средний возраст (41-60);1;С семьёй
525;0;3;Kassem, Mr. Fared;male;25.0;0;C;Взрослый (19-40);0;Один(а)
526;0;3;Farrell, Mr. James;male;40.0;0;Q;Взрослый (19-40);0;Один(а)
527;1;2;Ridsdale, Miss. Lucy;female;50.0;0;S;Средний возраст (41-60);1;Один(а)
528;0;1;Farthing, Mr. John;male;41.0;0;S;Средний возраст (41-60);0;Один(а)
529;0;3;Salonen, Mr. Johan Werner;male;39.0;0;S;Взрослый (19-40);0;Один(а)
530;0;2;Hocking, Mr. Richard George;male;23.0;1;S;Взрослый (19-40);0;С семьёй
531;1;2;Quick, Miss. Phyllis May;female;2.0;1;S;Ребёнок (0-12);1;С семьёй
532;0;3;Toufik, Mr. Nakli;male;25.0;0;C;Взрослый (19-40);0;Один(а)
533;0;3;Elias, Mr. Joseph Jr;male;17.0;1;C;Подросток (13-18);0;С семьёй
534;1;3;Peter, Mrs. Catherine (Catherine Rizk);female;22.0;2;C;Взрослый (19-40);1;С семьёй
535;0;3;Cacic, Miss. Marija;female;30.0;0;S;Взрослый (19-40);1;Один(а)
